claim_id,claim_text,prompt
45,It makes sense to drive to an out of town to a shopping centre,"What do you think about the following claim? Claim: ""It makes sense to drive to an out of town to a shopping centre"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
72,Professional sportsmen must be required to represent their countries at the international level,"What do you think about the following claim? Claim: ""Professional sportsmen must be required to represent their countries at the international level"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
115,Hate speech on campus has to censored,"What do you think about the following claim? Claim: ""Hate speech on campus has to censored"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
769,Healthy eating should be made mandatory,"What do you think about the following claim? Claim: ""Healthy eating should be made mandatory"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
956,Gender Equality is Treating Men and Women in the Same Way,"What do you think about the following claim? Claim: ""Gender Equality is Treating Men and Women in the Same Way"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
901,Catcher in the Rye is a bad book,"What do you think about the following claim? Claim: ""Catcher in the Rye is a bad book"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
643,Wikileaks is not and has never been a non-profit organization,"What do you think about the following claim? Claim: ""Wikileaks is not and has never been a non-profit organization"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
357,Create an African Criminal Court,"What do you think about the following claim? Claim: ""Create an African Criminal Court"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
721,Only buildings that are historically important should be preserved,"What do you think about the following claim? Claim: ""Only buildings that are historically important should be preserved"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
679,Mixed Martial Arts (UFC) is a form of human cockfighting,"What do you think about the following claim? Claim: ""Mixed Martial Arts (UFC) is a form of human cockfighting"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
522,Store nuclear waste underground,"What do you think about the following claim? Claim: ""Store nuclear waste underground"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
596,We should support universal basic income,"What do you think about the following claim? Claim: ""We should support universal basic income"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
287,Self-determination of peoples is a human right,"What do you think about the following claim? Claim: ""Self-determination of peoples is a human right"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
492,The expenditure of money should be protected as speech,"What do you think about the following claim? Claim: ""The expenditure of money should be protected as speech"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
615,Google is the extremely reliable source of information,"What do you think about the following claim? Claim: ""Google is the extremely reliable source of information"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
539,We believe in the right to reply,"What do you think about the following claim? Claim: ""We believe in the right to reply"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
1005,Drones Should Be Used to Take Out Enemy Combatants,"What do you think about the following claim? Claim: ""Drones Should Be Used to Take Out Enemy Combatants"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
209,Legal empowerment is provided for women through land titling,"What do you think about the following claim? Claim: ""Legal empowerment is provided for women through land titling"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
432,Offshoring is a good idea,"What do you think about the following claim? Claim: ""Offshoring is a good idea"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
197,Evolution has Disproved Creationism,"What do you think about the following claim? Claim: ""Evolution has Disproved Creationism"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
722,Tuition Fees Should Be Increased,"What do you think about the following claim? Claim: ""Tuition Fees Should Be Increased"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
486,African borders must be redefined to reflect ethnic groups,"What do you think about the following claim? Claim: ""African borders must be redefined to reflect ethnic groups"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
90,Human Cloning has to be banned,"What do you think about the following claim? Claim: ""Human Cloning has to be banned"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
358,"Guinea-Bissau should not let itself be turned in to a front of the US’ ""war on drugs""","What do you think about the following claim? Claim: ""Guinea-Bissau should not let itself be turned in to a front of the US’ ""war on drugs"""" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
1,The use of child performers should be banned,"What do you think about the following claim? Claim: ""The use of child performers should be banned"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
362,The Uhuru Kenyatta indictment was an unwelcome interference by the ICC,"What do you think about the following claim? Claim: ""The Uhuru Kenyatta indictment was an unwelcome interference by the ICC"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
117,It should be allowed to patent genes,"What do you think about the following claim? Claim: ""It should be allowed to patent genes"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
801,Reality TV shows are an important part of popular culture today.,"What do you think about the following claim? Claim: ""Reality TV shows are an important part of popular culture today."" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
759,Football does unify us,"What do you think about the following claim? Claim: ""Football does unify us"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
653,Mossad should carry out extrajudicial killings,"What do you think about the following claim? Claim: ""Mossad should carry out extrajudicial killings"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
572,Prescription drugs should be advertised directly to consumers,"What do you think about the following claim? Claim: ""Prescription drugs should be advertised directly to consumers"" Respond with ONLY JSON and no other text - no preamble, no explanation outside the JSON. Give one JSON object per distinct stance you hold on this claim - just one if you see only one side, more if you genuinely see multiple sides. Output the objects directly, one after another - do NOT wrap them in an array. Each object must match exactly this schema: {""stance"": ""support"" or ""undermine"", ""summary"": ""2-3 sentences summarizing the answer in the person's own voice"", ""core_reasoning"": ""1-2 sentences explaining the reasoning behind the answer""} Always output at least one JSON object - never an empty response. Example with two stances: {""stance"": ""support"", ""summary"": ""School uniforms reduce visible inequality among students and simplify mornings for families."", ""core_reasoning"": ""When everyone dresses alike, pressure to display wealth through clothing drops.""} {""stance"": ""undermine"", ""summary"": ""Uniforms suppress student self-expression during formative years."", ""core_reasoning"": ""Clothing choice is a harmless outlet for identity that schools should not remove.""}
"
