claim_id,perspective_id,text,stance
287,2126,The rise of universal human rights makes self-determination increasingly irrelevant.,undermine
287,22873,Universal human rights makes self-determination less important.,undermine
287,22874,Self-determination is irrelevant in the era of universal human rights.,undermine
492,3649,Money is intrinsic to political speech.,support
492,3654,"Money stifles, it does not advance debate. ",undermine
615,5112,Google wins as newspapers battle ,support
615,25563,Infighting among newspapers has led to a boom for google information.,support
615,25564,As newspaper battle each other over credibility users turn to google for the news.,support
615,5110,Use google as a way to find multiple sources of agreeing information.,support
615,5111,Google dependency is risky business,undermine
615,25561,Google throttles some information so depending on it is risky.,undermine
615,25562,Google promotes what makes it money so dependence on it for reliable information has risks.,undermine
539,3967,There is a sense of natural justice that corrections should come in this form rather than a tiny note.,support
539,24351,Anyone can respond to critique.,support
539,24352,Protests are a natural form of response.,support
539,24353,natural justice should not come by a note,support
539,24354,justice that is natural should not come in the form of a tiny note,support
539,3966,It is only fair where something inaccurate has been said to allow for a correction.,support
539,3970,This undermines actual parity by creating a false sense of the right to reply.,undermine
539,24356,Persons should not be dissuaded from response. ,undermine
539,24358,This will undermine real parity by making a false sense of the right to reply,undermine
1005,24558,there is nothing illegal in the use of drones,support
1005,4188,Drone strikes are legal under international law. ,support
1005,27221,We should take advantage of the fact that drone strikes are legal ,support
1005,27222,Drones are acceptable to use under International Law,support
1005,8124,Drone Strikes Are Legal under International Law,support
1005,8128,Drone Strikes Are Carried Out with the support of Local Governments and Make Those Countries Safer.,support
1005,4192,"Drone strikes are carried out with the collaboration and encouragement of local governments, and make those countries safer. ",support
1005,24564,Local governments allow the US to use drones to make their countries safer.,support
1005,24565,Drone strikes are allowed by local governments who believe it makes their countries more safe.,support
1005,24566,Drone strikes can protect foreign countries in collaboration with the local governments.,support
1005,24567,Drone strikes abroad ensures the safety of foreign countries.,support
1005,8131, The Majority of Americans Support Drone Strikes,support
1005,4187,Drone strikes are cheaper than engaging in ground or manned aerial combat. ,support
1005,24556,drones are far more cost effective that whole military units,support
1005,27219,Drones are less costly than fighting with soldiers,support
1005,27220,It is cheaper to use drones rather than send soldiers,support
1005,8123,Drone Use is Cheaper than Engaging in Ground or Manned Aerial Combat,support
1005,8129,The US cannot Risk Lagging Behind the Rest of the World in the Development of These Technologies.,support
1005,4193,The United States cannot risk falling behind the rest of the world in the development of drone technologies. ,support
1005,8130,Drone Operators Have a Lower Risk for PTSD than Other Military Personnel.,support
1005,4186,Drones make US military personnel safer. ,support
1005,24555,fewer troops are exposed to dangers when drones are employed,support
1005,27217,Drones protect our military from enemies,support
1005,8122,Drones Keep US Military Personnel Safer,support
1005,8125,Drone Strikes Are Legal under US Law,support
1005,24560,US law allows for drone strikes.,support
1005,24561,There is nothing illegal about drone strikes under US law.,support
1005,24562,Drone strikes operations are deemed legal by US law.,support
1005,24563,United States law endorses drone strikes. ,support
1005,4189,Drone strikes are legal under US law. ,support
1005,4185,"Drones kill fewer civilians, as a percentage of total fatalities, than any other military weapon. ",support
1005,24552,drones are able to be more focused limiting collateral damage,support
1005,24553,drones can be a more precise weapon,support
1005,27215,It has been proved that the use of Drone to combat enemy activity has resulted in fewer casualties amongst the civilian population as compared to the usage of other weapons,support
1005,27216,The use of Drones to combat enemy actions and terrorism will be an effective method to face enemies and stop terrorism .,support
1005,8121,Drones Result in Fewer Civilian Fatalities than Other Weapons.,support
1005,8120,Drone Strikes Make the United States Safer by Destroying Terrorist Networks Internationally.,support
1005,27213,International Terrorist Networks can be destroyed by having Drone Strikes in the United States. ,support
1005,27214,"Continuing with the Drone Strikes in the United States , would combat any Terrorists Network and plan to attack the country ",support
1005,4191,Drone strikes are subject to a strict review process and congressional oversight. ,support
1005,4197,Drone strikes target individuals who may not be terrorists or enemy combatants. ,undermine
1005,24580,Unmanned drone attacks may harm innocent civilians.,undermine
1005,24581,United States drone strikes include collateral damage.,undermine
1005,24582,Drone strikes may victimize non-threats.,undermine
1005,24583,The innocent may be harmed my drone strikes.,undermine
1005,4206,Many drone operators have emotional and psychological stress. ,undermine
1005,24604,Operating drones results in a great deal of mental and emotional stress.,undermine
1005,24605,Drone operators often suffer from psychological and emotional strain.,undermine
1005,4196,Drone strikes create more terrorists than they kill. ,undermine
1005,24576,Terrorists are created by drone strikes.,undermine
1005,24577,Drone strikes tend to increase the membership of terrorist organizations.,undermine
1005,24579,Drone strikes can't reduce the number of terrorists. ,undermine
1005,4201,"Drone strikes are secretive, lack sufficient legal oversight, and prevent citizens from holding their leaders accountable. ",undermine
1005,24596,Secrecy prevents accountability for drone strikes.,undermine
1005,24597,Not enough legal oversight prevents the accountability resulting from secret drone strikes.,undermine
1005,24598,There are many reasons why drones lack sufficient oversight to be of moral value.,undermine
1005,24599,The use of drones removes accountability from their leaders.,undermine
1005,4184,Drone strikes make the United States safer by decimating terrorist networks across the world. ,support
1005,4202,Drone strikes violate the sovereignty of other countries. ,undermine
1005,24600,Drone strikes infringe upon the rights of other nations.,undermine
1005,4199,Drone strikes mostly kill low-value targets who are not significant threats to US safety and security. ,undermine
1005,24588,Those targeted by drone strikes are mostly insignificant to national security.,undermine
1005,24589,Drone strikes are often not targeting high value targets.,undermine
1005,24590,Drone strikes tend to only kill low value targets.,undermine
1005,4200,Drone strikes violate international law. ,undermine
1005,24592,The use of unmanned drone attacks is inconsistent with international laws.,undermine
1005,24593,International laws are violated by drone strikes.,undermine
1005,24594,International law is violated by drone strikes.,undermine
1005,24595,The use of drones conflicts with international law,undermine
1005,4198,Drone strikes kill large numbers of civilians and traumatize local populations. ,undermine
1005,24584,Civilians are traumatized and often killed by United States drone strikes.,undermine
1005,24585,Drone strikes cause a significant amount of localized trauma.,undermine
1005,24586,"Drone strikes are a major threat to individuals, both physically and psychologically.",undermine
1005,24587,"Drone strikes have done serious harm to civilians, partially through promoting emotional terror.",undermine
1005,4195,The majority of Americans support drone strikes. ,support
1005,24572,American citizens approve of drone strikes.,support
1005,24573,Most US citizens approve of military drones.,support
1005,24574,Most people in the U.S. support the use of drone strikes.,support
1005,24575,"According to survey, most U.S. citizens support drone strikes.",support
1005,4194,Drone pilots have a lower risk for post traumatic stress disorder (PTSD) than pilots of manned aircraft and other battlefield soldiers. ,support
1005,24568,PTSD is much less prevalent amonst drone pilots than those who participate in traditional warfare.,support
1005,24569,The incidence of PTSD is lower amonst drone pilots than those who pilot manned aircraft or fight on the battlefield.,support
1005,24570,Drone pilots have lesser chance of getting PTSD than other aircraft pilots. ,support
1005,24571,Using drones can reduce the chance of pilots getting PTSD in operations. ,support
1005,4204,US drone strikes give cover for other countries to engage in human rights abuses. ,undermine
1005,24602,U.S. drone strikes enable other nations to violate human rights.,undermine
1005,24603,"When the U.S. uses drone strikes abroad, it gives those nations permission to participate in human rights infringement.",undermine
209,1550,Land titles do not solve the main issue for women - rental markets. ,undermine
209,22331,Property has no bearing on women's wealth.,undermine
209,1545,Land titles will help end violence against women. ,support
209,22323,"Because of land titles, violence against women would come to an end.",support
209,22324,Land titles would help protect women from violence.,support
209,1548,Land titles are not affordable to poor women,undermine
209,1544,Land titles will develop entrepreneurial women. ,support
209,22321,More women would become entrepreneurs because of land titles.,support
209,22322,Land titles would mean that more women could become entrepreneurs.,support
209,1546,Land titles for women today will provide inter-generational equalities for the future.,support
209,22325,Giving land titles to women now would lead to an equal playing field in the future.,support
209,22326,"In the future, women would have more equality if they are given land titles today.",support
209,1549,Land titling will increase female poverty. ,undermine
209,22329,Owning land will put women in poverty.,undermine
209,22330,Women get poor through land ownership.,undermine
209,1543,Land titles mean single women can build decent homes.,support
209,22319,Single women could build good homes with land titles.,support
209,22320,Women who are not married would be able to get a decent home thanks to land titles.,support
432,3225,Offshoring exploits both individual workers and under developed states.,undermine
432,23675,There are multiple negative effects of offshoring.,undermine
432,23676,Underdeveloped states and workers are harmed by this practice.,undermine
432,3220,Offshore outsourcing is consistent with existing labour distribution patterns.,support
432,23671,Outsourcing follows the current labor distribution model.,support
432,3223,Offshore outsourcing reduces living standards and limits social mobility.,undermine
432,23673,Social mobility is negatively impacted by offshore outsourcing.,undermine
432,23674,Living standards decline and is just one example of the cons of offshore outsourcing.,undermine
197,1466,Evolution undermines meaning and morality,undermine
197,22271,Evolution has taken away the stories that create morals and meaning to many people.,undermine
197,22272,Evolution does not explain morals or guidelines to a way of life.,undermine
197,1460,The fossil evidence,support
197,22267,Creationism has been dispproved because of the evidence of fossils.,support
197,22268,Creationism can't explain the fossil record.,support
197,1463,The Bible says God created the world,undermine
197,1184,"Much of the complexity of life cannot be explained by evolution, but is perfectly explained by Creationism.",undermine
197,21909,Creationism has theoretical answers to questions evolution can't answer.,undermine
197,21910,Evolution cannot answer irreducible complexity like Creationism can.,undermine
197,1189,"There is no empirical evidence supporting Creationism, whereas all evidence supports abiogenesis and evolution.",support
197,1187,The scientific community as a whole overwhelmingly rejects Creationism.,support
197,21916,Creationism isn't supported by the scientific community.,support
722,5989,It is a small price to pay for the quality of education given. ,support
722,26094,For the quality of education given it is a small price to pay.,support
722,26095,You would be paying a small price for the quality of education given.,support
722,5995,Tuition fees were only increased a few years ago. ,undermine
722,5994,It will discourage people from getting a higher education.,undermine
722,26098,People getting a higher education will be discouraged.,undermine
722,26099,People will be discouraged and not want to get a higher education.,undermine
722,5992,It will increase the tension and the gap between rich and poor. ,undermine
722,26096,The tension between rich and poor will be increased.,undermine
722,26097,Tensions will rise between the rich and the poor.,undermine
722,5996,The recession is torturing students enough.,undermine
722,26100,Students are being tortured enough by the recession.,undermine
722,26101,Enough students have been tortured by the recession.,undermine
722,5988,"More money will pumped into the economy, helping to overcome the recession. ",support
722,26092,The recession can be overcome by more money in the economy.,support
722,26093,A way to overcome the recession is by putting more money into the economy.,support
486,3615,Damages dreams of African unity,undermine
486,24022,The goal of Damages is to create African unity. ,undermine
486,24023,African unity is the hope of Damages.,undermine
486,3607,Ethnic borders erase a wrong of history,support
486,24021,Ethnic borders return societies to their logical segments and undoes the inequity that was artificially created.  ,support
90,675,Cloning should be allowed for those who can’t otherwise have a child,undermine
90,21522,"For those who can't conceive, cloning should be an option.",undermine
90,21523,Cloning should be acceptable if people cannot have children.,undermine
90,668,Cloning is unsafe,support
90,21515,"Since it is considered unsafe, human cloning should be banned.",support
90,21516,"Given the fact that it is currently unsafe, it is in the public's best interest to ban human cloning.",support
90,670,Cloning harms families,support
90,21517,Families are harmed with cloning,support
90,21518,"In order to protect families, human cloning should be banned.",support
90,21519,Banning human cloning would be one way to protect families from harm.,support
90,671,Cloning violates human dignity,support
90,21520,Human dignity is definitely violated with Cloning.,support
90,21521,Violations to the dignified human occur with cloning.,support
358,2667,Sacrifice of sovereignty ,support
358,2669,War on the poor ,support
1,3,It is unethical to expose children to the pressures of performing,support
1,20807,Imposing pressure on a child performer to perform is unethical.,support
1,20808,Many consider it unethical to expose children to the pressures of performing. ,support
1,20809,Children shouldn't be pressured into performing.,support
1,20810,Exposing children to performance pressure is unethical.,support
1,9,The government has no right to prevent children from doing what they enjoy and are good at,undermine
1,20827,The children should have the final say on whether they want to do it or not.,undermine
1,20828,The government should not interfere  in a child's decision.,undermine
1,20829,the government cannot protect children from entertaining,undermine
1,2,performers are at risk of exploitation,support
1,20803,There exists the possibility that child performers can be exploited. ,support
1,20804,Some child performers may be exploited by industry executives.,support
1,20805,Child performers might be exploited.,support
1,20806,There is a risk that child performers might be exploited.,support
1,1,Being a performer limits a child’s formal education,support
1,20799,A child performer's formal education is limited by their work.,support
1,20800,Work puts limits on the formal education received by a child performer.,support
1,20801,A child's education is hampered by performing.,support
1,20802,"When a child works as a performer, their education suffers.",support
1,5,Allowing children to perform pushes them to grow up too soon,support
1,20815,Child performers are often pushed to grow up too soon.,support
1,20816,Children that perform are often pushed to grow up too soon.,support
1,20817,Children grow up too fast when they're performers.,support
1,20818,Being a performer forces a child to grow up too fast.,support
1,7,"Child performers are necessary for roles in some films, television shows, etc., and for the survival of some sports",undermine
1,20819,Child performers are the only people who fit some of these roles,undermine
1,20820,The child actors are the ones who can carry certain shows,undermine
1,20822,Child performers help films and sports,undermine
1,20821,child performers are good for movies and shows,undermine
1,8,"If child performers were banned, many children would find a way to perform illegally, now without legal protection.",undermine
1,20823,"Even if banned, child performers would still be hired, although now without protection.",undermine
1,20825,"if performing children were banned, some would perform illegally ",undermine
1,20826,"if children were banned from performing, some would do it anyways",undermine
1,20824,There will always be child actors but by not banning them at least there will be some protection for them,undermine
1,4,Being a performer can make the child physically vulnerable,support
1,20811,A child becomes physically vulnerable when they become a child performer.,support
1,20812,It can make a child physically vulnerable to be a child performer.,support
1,20813,Working as a performer can make a child vulnerable.,support
1,20814,Physical vulnerability might be a factor in being a child performer,support
362,2697,Kenya can prosecute these crimes itself,undermine
117,862,Genes are intellectual property thus patentable,support
117,864,Patenting drives up the cost of therapies and renders them unaffordable to the poor,undermine
117,21689,Therapy costs are increased and not affordable to poor people.,undermine
117,21690,This is a disadvantage for poor people as it increases the therapy costs and makes them inaccessible.,undermine
117,863,Patenting enables knowledge sharing,support
801,6476,Reality TV shows bring out the worse in people.,undermine
801,6475,Reality TV shows make celebrities out of talentless individuals.,undermine
801,6473,Reality TV shows allow ordinary individuals a chance of stardom.,support
801,6472,Reality TV shows provide wonderful entertainment.,support
801,26349,Reality TV can provide you with hours of enjoyment.,support
801,6474,Reality TV shows allow us to see the real personalities of celebrities.,support
801,6477,Reality TV shows are just there to make money for their creators.,undermine
801,5686,Many reality TV shows are distasteful,undermine
801,25931,Reality TV is disgusting.,undermine
801,25932,Lots of the reality TV shows are of poor taste.,undermine
801,5685,People have died in connection with reality TV,undermine
801,25929,There have been deaths from the reality TV shows.,undermine
801,25930,Reality TV has had fatal consequences.,undermine
759,6235,Can create improve racial harmony,support
759,26220,Sports create racial harmony.,support
759,26221,Improving racial harmony is one of the benefits of sports.,support
759,6237,Can cause diplomatic crises,undermine
759,26228,Sports can hurt diplomacy.,undermine
759,26229,A diplomatic crisis can happen because of sports.,undermine
759,6236,Can unite politically divided countries,support
759,26224,Sports unify divided countries.,support
653,5436,They damage Israel's foreign relations & reputation,undermine
572,4377,Direct-to-consumer (DTC) prescription drug ads encourage people to seek medical advice from health professionals. ,support
572,4381,DTC prescription drug ads help remove the stigma associated with certain diseases and medical conditions.,support
572,24747,DTC relieves the fear of lack of knowledge about diseases and medical conditions,support
572,4385,DTC prescription drug ads promote drugs before long-term safety information is known.,undermine
572,4388,Health care professionals may feel pressured by DTC prescription drug ads to prescribe drugs that may not be in the best interest of the patient.,undermine
572,24757,When seeing the ads Doctors might feel pressure to give them to patients,undermine
572,4384,Direct-to-consumer (DTC) drug ads misinform patients.,undermine
572,4378,DTC prescription drug ads inform patients about diseases/medical conditions and possible treatments.,support
572,24745,"Patients receive information from DTC about diseases, medical conditions and treatments.",support
572,24746,"Information about diseases, medical conditions and treatments come from DTC ",support
572,4383,DTC prescription drug ads should be allowed as protected free speech.,support
572,24750,stopping DTC ads will take away our free speech,support
572,4390,DTC prescription drug ads increase health care costs.,undermine
572,4387,DTC prescription drug ads encourage over-medication.,undermine
572,24755,The ads make people take too much medicine,undermine
572,4380,Diseases and medical conditions are more likely to be treated when consumers see DTC prescription drug ads.,support
572,4386,Normal conditions and bodily functions are medicalized and stigmatized by DTC prescription drug ads.,undermine
572,24753,Seeing the Prescription ads make people believe they have conditions they don't,undermine
572,24754,There will be more people self diagnosing from the Ads,undermine
572,4382,"DTC prescription drug ads create revenue for drug companies, which can be used for research & development (R&D) to create new life-changing drugs.",support
572,4391,DTC prescription drug ads are banned in every country but the United States and New Zealand.,undermine
743,6125,The military does not want conscription,undermine
743,26152,The military feels that conscription is not the right answer. ,undermine
743,26153,Constriction is not something the military is interested in. ,undermine
743,6127,National service would lead to unfair treatment of conscientious objectors,undermine
743,26160,People who identify as conscientious objectors would be treated unfairly in the national service. ,undermine
743,26161,"Conscientious objectors would, under the national service, not be treated equitably. ",undermine
743,26162,National service would lead to unfair treatment of people with different opinions.,undermine
743,26163,People who object national service would be treated unjustly. ,undermine
743,6121,Society needs a standing army ready to be called to action,support
743,26142,Society could really benefit from having the National Sevice again. ,support
743,26143,Have a standing army that is ready for action could be used in society right now. ,support
743,6126,It will cost a fortune and be difficult to implement,undermine
743,26156,The costs will be enormous and implementation is arduous. ,undermine
743,26157,The program would be incredibly expensive and very hard to work through. ,undermine
743,26158,National service is expensive and hard to follow through on.,undermine
743,26159,"National services are difficult, and hard to get going.",undermine
743,6123,National service teaches young people valuable skills,support
743,26148,Young people can learn important skills in the national service. ,support
743,26150,Enrolling in national service teaches young people valuable skills.,support
743,6124,National service could be offset against student loans,support
743,6122,National service binds society together,support
743,26144,Society is better connected with national service.,support
743,26145,National service ensures that people and society are more connected to one another. ,support
743,26146,National service brings communities together.,support
743,26147,National services bring people together. ,support
743,6128,It is unjust for a government to coerce its citizens,undermine
652,5426,children at 16 have no sense of decesion making,undermine
652,25787,Sixteen is too young to make decisions.,undermine
652,25788,At sixteen the brain is not developed enough to make decisions.,undermine
652,25789,16 year olds are not responsible enough to vote. ,undermine
652,25790,16 year olds are not wise enough to vote at elections.,undermine
652,2562,Parents are guardians and should be trusted to vote in their children’s interests,undermine
652,23264,Minor's interests can be appropriately taken into consideration by the votes of their parents.,undermine
652,23265,A parent's vote should be counted as a vote in the interest of their child.,undermine
652,2560,Voting at a lower age would increase participation,support
652,23262,More citizens would participate if the voting age were lowered.,support
652,23263,A lower voting age would result in an increase in participation.,support
652,2564,Young people would be more likely to misuse their vote,undermine
652,23266,Younger people are more likely to not take the impact of their vote seriously.,undermine
652,23267,Allowing young people to vote would be likely to result in inappropriate votes.,undermine
652,2558,16 year olds are mature enough to vote,support
652,23260,16 year olds are informed enough to cast a vote.,support
652,23261,It is appropriate for 16 year olds to have the right to vote.,support
652,25792,At sixteen there is a lack of maturity that is necessary to vote responsibly.,undermine
652,25793,16 year olds don't have a high enough level of maturity to vote.,undermine
652,25794,16 years old is too much of an immature age to vote.,undermine
652,5428,No. too immature.,undermine
652,25791,Sixteen year olds are too immature to judge the validity of political arguments.,undermine
652,2167,It would help distinguish between levels of elections,support
652,2171,There should not be different voting ages for different elections,support
652,5269,"YES, give them the rights they deserve!",support
652,25672,Sixteen years would be a better option in developed countries,support
652,25674,I think they should have these rights.,support
652,25675,I would say give them the rights that they should have.,support
652,2172,A slippery slope to forcing all countries to allow the vote at sixteen for all votes,undermine
652,22955,This slippery slope heads towards forcing all countires to lower the voting age to sixteen.,undermine
652,22956,This is a slippery slope that heads towards forcing all countries to allow voting at sixteen for all votes.,undermine
652,22957,This begins a slippery slope that can have global implications,undermine
652,22958,Doing so may encourage other countries to try something similar,undermine
652,2173,Would complicate elections,undermine
652,22959,This would complicate elections.,undermine
652,22960,Elections would become more complicated.,undermine
652,22961,Doing so would add more complications to elections,undermine
652,22962,This would make elections even more confusing,undermine
652,2174,EU elections would put young people off voting,undermine
652,22963,EU elections would discourage voting among young people.,undermine
652,22964,Voting among youth would be discouraged by EU elections.,undermine
652,22966,It would cause the youth to have less interest in voting,undermine
102,761,Having children is our duty and responsibility,undermine
102,21580,It is our mission to have children,undermine
102,21581,The purpose of life is to have children,undermine
102,764,The act of having children makes people more desirable citizens.,undermine
102,21582,Having children makes you a better citizens,undermine
102,21583,People are better citizens when they have children,undermine
65,493,Any changes in advertising should come from businesses themselves rather than through banning.,undermine
65,21292,Businesses bear the responsibility of self-policing themselves regarding sexist advertising.,undermine
65,491,Sexist advertising is profitable,undermine
65,490,Policies should be established which ban the promotion of sexist attitudes in advertising.,support
65,21290,The greater advertising community should come together to decide guidelines for what is and what is not considered sexist advertising that should be banned.,support
65,488,Women have a right to be free of stereotyping.,support
65,21288,Banning advertising that is in poor taste will help both men and women see people as people and not as objects.,support
65,494,Individuals have a choice and right to respond to ads and their meaning.,undermine
65,487,"Sexist advertising is harmful to society, especially women.",support
65,21285,Viewing women as sex objects in advertising harms the status of women in society.,support
65,21286,Sexist advertising is just another way of keeping women down.,support
27,209,Anarchy has nothing to contribute but violence.,undermine
27,210,Anarchist Communities have a very poor track record.,undermine
27,203,"Even in societies with a state, anarchist groups provide a voice for the oppressed.",support
27,21050,These groups are the beneficiaries who reap their profits by kindling the deep settled hatred of among the oppressed,support
27,206,The state has far too often been an instrument for facilitating wars and other acts of violence.,support
27,207,Community action is a more powerful tool than the state for providing goods.,support
700,5817,People forced to vote are unlikely to vote intelligently.,undermine
700,26004,"If people are forced to vote, they will not have the information needed to vote intelligently.",undermine
700,26005,A vote cast by someone who does not want to vote is unlikely to be based on careful consideration.,undermine
700,2115,It will cause more people to become interested in politics,support
700,5812,Cause more people to become interested in politics,support
700,5810,It's a model that works,support
700,5814,The right not to vote,undermine
700,2113,Voting is a civic duty,support
700,5809,A true democratic mandate for the government,support
700,22858,Voting is the duty of every individual in a democratic society.,support
700,22857,It is the duty of every citizen to vote.,support
700,5816,Compulsory Voting Does not enhance democracy,undermine
700,26000,Democracy is based on the freedom to vote or not.,undermine
700,26003,"People can only make free choices if they want to, not because the state makes them",undermine
700,5818,What's the point of voting as politicians don't listen to the public anyways,undermine
700,26006,Why should anyone bother to vote when politicians do whatever they want?,undermine
700,26007,"Once elected, politicians do what they want, so why vote?",undermine
700,5819,Voting does not make sense as a rewardable/punishable action.,undermine
700,26008,Rewarding or punishing someone for voting is nonsensical.,undermine
700,26009,Voting should be neither rewarded or punished.,undermine
700,5813,Weekend voting would be a more sensible solution,undermine
700,25996,Convincing is more effective than forcing.,undermine
700,25997,You can persuade to vote but you can't force someone to do it.,undermine
700,25998,People rebel from rules and do what they want anyway,undermine
700,2119,Policing and financing the system is unmanageable,undermine
700,22863,It would be extremely difficult to police and finance mandatory voting.,undermine
700,22864,It is unreasonable to expect that compulsory voting could be financed and verified.,undermine
700,2120,There are alternatives that tackle the real causes of voter disengagement,undermine
700,2114,Compulsory voting broadens representation of disadvantaged groups,support
700,22859,Disadvantage groups are better represented when voting in mandatory.,support
700,22860,"By making voting mandatory, disadvantaged groups improve their representation.",support
700,2116,Compulsory voting has been implemented successfully.,support
700,22861,There is precedent to compulsory voting working.,support
700,22862,Other places have successfully introduced compulsory voting.,support
700,2117,It will reduce the power of special interest groups,support
259,1910,The mandate is constitutional under the commerce clause,undermine
259,22649,Health insurance's individual mandate is constitutional.,undermine
259,22651,The United States’ individual health insurance mandate is constitutional because of he commerce clause.,undermine
259,22652,There's nothing wrong with the health insurance mandate according to the constitution.,undermine
259,1907,The mandate is not constitutional under the commerce clause ,support
87,652,There is a relatively higher female Injury rate,undermine
87,21497,Women are injured more frequently in combat.,undermine
87,21498,Woman are more susceptible to injury while in combat.,undermine
87,655,Battlefield Rape is a concern,undermine
87,21499,The raping of women in war is a very real concern.,undermine
87,21500,Woman may be raped if they are allowed in combat.,undermine
87,648,Allowing women to serve in combat increases the pool for recruits,support
87,21489,Allowing women in combat strengthens the overall defense.,support
87,21490,If we do not allow women in combat we are missing out on a whole demographic of potential valuable recruits.,support
87,21491,The less rules there are on recruitment there more soldiers will be available. ,support
87,650,There should be equality between men and women. ,support
87,21493,Equality in the sexes is of vital importance.,support
87,21494,Male and female equality is vital to society.,support
87,651,Integrating women into male combat units can cause men to behave badly,undermine
87,21495,Men may behave inappropriately if women are in their unit.,undermine
87,21496,Bad behavior may result from men when women join them in combat.,undermine
637,5306,Kids deserve some freedom. ,undermine
637,5301,You aren't setting up a good relationship with your child from the start.,undermine
637,5303,Kids with overly strict parents are under a lot of pressure.,undermine
637,5302,"Chidren are not their parent's ""property""",undermine
637,25691,parents do not own their children,undermine
637,25692,parents can set boundaries but kids do what they will,undermine
637,5299,A child needs to play.,undermine
637,25689,children require play and fun,undermine
637,25690,children should play and be innocent ,undermine
637,5305,Kids with strict parents are more likely to rebel.,undermine
637,25693,being too strict causes rebels,undermine
637,25694,you will cause kids to be sneaky,undermine
637,5296,It is better for them in the long run,support
637,25687,strict parenting has its benefits,support
637,25688,in the long run children are better off with rules and restrictions ,support
676,5617,Sets a critical level of knowledge of what a student should know,undermine
676,25901,Standardized tests keep schools accountable in making sure their students are prepared for the world.,undermine
676,25902,Students need to know certain things and standardized tests ensure that students are ready to graduate.,undermine
676,5616,Too much focus on test prepation to the detriment of other skills,support
676,25899,Focusing so much on test preparation takes away from other skills that students could be developing.,support
676,25900,"Students need to be well-rounded and prepared for the world, not just prepared to take tests.",support
676,3711,Standardized tests are arbitrary,support
676,3714,Standardized tests exaggerate small differences in performance,support
676,3713,Standardized tests discriminate against minorities,support
676,3712,Standardized Tests are skewed in favour of the wealthy,support
676,3715,Standardized tests result in teachers “teaching the test”,support
385,2863,The Schengen Area eases the free movement of goods and people that the EU strives for,undermine
385,2860,"Schengen tightens external borders, creating a ‘wall’ around Europe. ",undermine
385,23403,Schengen creates an invisible wall around Europe ,undermine
385,2857,"As the Schengen area gets bigger, it becomes more difficult to police and this increases the risk of rogue elements being able to move freely between countries",support
385,23400,It is difficult to monitor the area as it increases in size,support
385,23401,There is currently too little supervision over the area because of its increase in size,support
385,2862,The Schengen Agreement is both a symbol of and fundamental means of upholding the unity of the European Union,undermine
385,23404,The Agreement helps to promote the stability of the European Union,undermine
385,23405,The Agreement helps keep the European Union intact,undermine
385,2864,Schengen has allowed cooperation in fighting global crime,undermine
385,23406,Schengen helps countries work together to abolish crime,undermine
385,23407,Schengen allows countries to aid each other in their quest to abolish crime on a global scale,undermine
385,2861,The Schengen Agreement is an anachronism of a safer age. ,undermine
39,297,Criminalisation will not stop radicalisation,undermine
39,21123,Radicalisation cannot be stopped by criminalisation,undermine
39,21880,Limiting communication of extremists can cripple their threatening agendas.,support
39,21122,Extremist should not be allowed to use internet,support
39,1130,It makes it more difficult for extremists to organize and spread their message when blocked,support
39,295,The internet is an echo chamber that will confirm extremists in their views if not stopped,support
39,298,Criminalisation creates more problems than it solves,undermine
39,21126,Problems are not going to be stopped by criminalisation,undermine
39,1128,The freedom of speech can be curtailed when it represents a serious threat to society,support
39,21877,In some cases freedom of speech should be limited to protect a nation's security.,support
39,21878,Serious threats to our society sometimes justify restricting a specific person or group's freedom of speech.,support
39,1131,Blocking these sites makes it more difficult for extremist groups to coordinate extremist action in the real world,support
39,21881,Blocking specific sites will disrupt extremist agendas that could threaten the free world.,support
39,21882,Blocking these sites is one of our best preventative measures in combating extremists.,support
39,1133,"Everyone, even extremists, deserve their freedom of expression protected",undermine
39,21883,"Freedom of expression is a right guaranteed to all, and reducing or eliminating those freedoms is never acceptable.",undermine
39,21884,Freedoms are not earned or deserved they are given to all people equally and no one should determine which agendas are too extreme to receive this protection.,undermine
160,1189,"There is no empirical evidence supporting Creationism, whereas all evidence supports abiogenesis and evolution.",undermine
160,21919,"Schools must teach what is evidence-based, which would mean to teach abiogenesis and not Creationism.  ",undermine
160,21920,"Faith-based Creationism shouldn't be taught in schools because they must be fact-based, s abiogenesis and evolution are.",undermine
160,1182,"There is a very real controversy regarding the origin and development of life, and children deserve to hear both sides.",support
160,21907,Children deserve to hear both sides of the argument over the origin of life.,support
160,1185,"Creationism is as valid a scientific theory as those of evolution and abiogenesis, and should therefore be given equal time in the classroom.",support
160,21911,"Because Creationism is a valid scientific theory, it should be given equal time in teaching.",support
160,21912,We must teach Creationism as an alternative theory because it is scientifically valid.,support
160,1184,"Much of the complexity of life cannot be explained by evolution, but is perfectly explained by Creationism.",support
160,21909,Creationism has theoretical answers to questions evolution can't answer.,support
160,21910,Evolution cannot answer irreducible complexity like Creationism can.,support
160,1187,The scientific community as a whole overwhelmingly rejects Creationism.,undermine
160,21916,Creationism isn't supported by the scientific community.,undermine
160,1186,"Communities should have a say in what is taught in schools, and many communities want to teach creationism.",support
160,21913,Communities have a right to insist on Creationism when it is popular.,support
160,1188,"Education should be about truth and facts, not dogma and faith.",undermine
